spare_x_wlmax,total_footprint_ratio,cross_dim_pressure_count
1195653.3331034,3.044,0
-1292893.3330847,4.178,0
2276906.6662288,2.275333333333333,0
105600.0,3.5473333333333334,0
-1039306.6664667999,3.8886666666666665,0
815186.6665099,2.8413333333333335,0
1748066.6663305,2.4133333333333336,0
2768960.0,2.1966666666666668,0
-1699013.3330066,4.062,0
3238890.4165426902,0.548,0
-13173.3333308,3.215333333333333,0
1410413.3330621,2.4306666666666668,0
3104966.6667934,0.744,0
5150340.0,0.428,0
4167200.0,1.4533333333333334,0
866745.0,2.998,0
4525750.0,0.6513333333333333,0
3050400.0,2.1973333333333334,0
508800.0,3.267333333333333,0
3696288.75,1.184,0
1858080.0,2.7013333333333334,0
2721750.0,1.8993333333333333,0
1804000.0,2.552,0
1692120.0,2.6633333333333336,0
664386.6665389,3.354,0
3695640.0,1.3813333333333333,0
-627293.3332127,3.858,0
3506880.0010959,0.9966666666666667,0
125666.6666425,3.4393333333333334,0
1058546.6664631,3.0113333333333334,0
3009630.0,1.8433333333333333,0
2482133.332856,2.2266666666666666,0
1985509.1671646002,2.628,0
2726880.0,1.8853333333333333,0
3209786.6660494,1.8473333333333333,0
4633373.332442299,1.0626666666666666,0
3171653.3327234,1.6286666666666667,0
1454880.0,2.981333333333333,0
422413.3332521,3.3226666666666667,0
3570710.0,1.3946666666666667,0
2832513.75,1.928,0
2974880.0,1.9573333333333334,0
1788930.0,2.494,0
687200.0,3.296,0
1011200.0,2.8433333333333333,0
3307713.75,1.608,0
2360480.0,2.2773333333333334,0
2264130.0,2.174,0
3114250.0,1.4753333333333334,0
1301600.0,2.976,0
4171488.75,0.864,0
4983679.9990416,0.9786666666666667,0
582573.3332212999,3.114,0
2762346.6675298996,1.7406666666666666,0
1335533.3330764999,2.695333333333333,0
2586360.0,2.1593333333333335,0
2268413.3328971,2.267333333333333,0
2102230.0,2.5873333333333335,0
3691999.9992899997,1.4826666666666666,0
1057750.8335986,3.372,0
3634280.0,1.1413333333333333,0
225679.9999566,3.7133333333333334,0
-83026.66665069999,3.434,0
2948919.16676579,1.4206666666666667,0
669933.3332045,3.0153333333333334,0
3047160.0,1.8393333333333333,0
1602813.3330251,2.5873333333333335,0
3026399.9994179998,1.8026666666666666,0
1568150.8337266,3.052,0
891279.9998286,3.3933333333333335,0
1419680.0,2.7626666666666666,0
2852685.0,2.144,0
2732675.0,1.7446666666666666,0
1812708.3328624999,2.4426666666666668,0
2373396.6660502,2.222,0
1471854.9996177,2.838,0
2348371.6660567,2.2066666666666666,0
2801166.667124,2.1733333333333333,0
3945112.5006441004,1.5546666666666666,0
1413445.8335641,2.5926666666666667,0
1741483.332881,2.6366666666666667,0
1921919.9995008,2.3793333333333333,0
3041114.9992100997,1.664,0
3177037.5005187,1.9166666666666667,0
3225658.3324955,1.6246666666666667,0
3196710.0,2.171333333333333,0
2272900.0005348003,2.066,0
4185885.0,1.566,0
1930191.6669818,2.364,0
3920204.1673067003,1.674,0
2337719.9993928,2.1633333333333336,0
3273404.1672011,1.938,0
2619275.0006163,2.0446666666666666,0
2991945.0,2.034,0
3526380.0,1.9846666666666666,0
1928190.0,2.728666666666667,0
1774079.9995392,2.4753333333333334,0
3441731.25,1.238,0
2248143.3327494,2.0633333333333335,0
2204387.5003599003,2.46,0
3320790.0,2.102,0
3043800.0,1.51,0
3690555.0,1.862,0
2323089.9993966,2.2426666666666666,0
2235255.0,2.528,0
3215520.0,2.092,0
1859275.0,2.3153333333333332,0
-780120.8334607,3.4753333333333334,0
4190216.6676526004,1.2606666666666666,0
1544748.3329321,2.562666666666667,0
4054341.6673286003,1.632,0
1687958.3337305002,2.682,0
1851978.3328522998,2.437333333333333,0
3034350.0,2.018666666666667,0
2925945.0,2.0606666666666666,0
2221945.8336961,2.1813333333333333,0
3897300.0,1.7246666666666666,0
2767750.0,1.934,0
1564750.0,2.6046666666666667,0
3092448.3325301,1.6373333333333333,0
3966770.8346026996,0.5386666666666666,0
2684733.3326359997,1.8806666666666667,0
2106591.6670106,2.356,0
3172620.0,2.1006666666666667,0
2975466.6675167996,1.6326666666666667,0
2108388.3327857,2.1866666666666665,0
2506750.0,2.054,0
2952693.3325664,1.7606666666666666,0
1393590.0,2.9446666666666665,0
853825.0001394,2.7266666666666666,0
3183015.0,2.128,0
2830362.5004621,2.2373333333333334,0
3017025.0,2.3586666666666667,0
3460380.0,2.0113333333333334,0
2430400.0003968,2.52,0
1619694.9995793,2.742,0
3709912.5006057,1.6506666666666667,0
-415070.8334011,3.533333333333333,0
4545915.0,1.5853333333333333,0
1644976.6662394,2.706,0
2358840.0,2.4966666666666666,0
2944608.3325684997,1.7333333333333334,0
3129151.6658539,1.694,0
3972125.0,1.086,0
3108466.6675548,1.5633333333333332,0
103716.66668360001,3.072,0
1851158.3337689,2.522,0
2404266.6670592,2.1906666666666665,0
3582315.0,1.9313333333333333,0
1896015.0,2.7133333333333334,0
1406350.0,2.7006666666666668,0
3263205.0,1.9973333333333334,0
5035965.0,1.1146666666666667,0
2703213.3326311996,1.778,0
1999818.3328139,2.2773333333333334,0
2060776.6661313998,2.49,0
4011315.0,1.8013333333333332,0
